X,Y,Date,Daily.Max.8.hour.Ozone.Concentration
-80.311033,27.3890790007713,11/27/2019,0.054
-80.311033,27.3890790007713,11/28/2019,0.035
-80.311033,27.3890790007713,11/29/2019,0.042
-80.311033,27.3890790007713,11/30/2019,0.041
-80.311033,27.3890790007713,12/01/2019,0.038
-80.311033,27.3890790007713,12/02/2019,0.039
-80.311033,27.3890790007713,12/03/2019,0.033
-80.311033,27.3890790007713,12/04/2019,0.04
-80.311033,27.3890790007713,12/05/2019,0.046
-80.311033,27.3890790007713,12/06/2019,0.046
-80.311033,27.3890790007713,12/07/2019,0.053
-80.311033,27.3890790007713,12/08/2019,0.042
-80.311033,27.3890790007713,12/09/2019,0.039
-80.311033,27.3890790007713,12/10/2019,0.03
-80.311033,27.3890790007713,12/11/2019,0.027
-80.311033,27.3890790007713,12/12/2019,0.03
-80.311033,27.3890790007713,12/13/2019,0.027
-80.311033,27.3890790007713,12/14/2019,0.031
-80.311033,27.3890790007713,12/15/2019,0.044
-80.311033,27.3890790007713,12/16/2019,0.037
-80.311033,27.3890790007713,12/17/2019,0.028
-80.311033,27.3890790007713,12/18/2019,0.033
-80.311033,27.3890790007713,12/19/2019,0.044
-80.311033,27.3890790007713,12/20/2019,0.043
-80.311033,27.3890790007713,12/21/2019,0.041
-80.311033,27.3890790007713,12/22/2019,0.04
-80.311033,27.3890790007713,12/23/2019,0.034
-80.311033,27.3890790007713,12/24/2019,0.028
-80.311033,27.3890790007713,12/25/2019,0.039
-80.311033,27.3890790007713,12/26/2019,0.037
-80.311033,27.3890790007713,12/27/2019,0.038
-80.311033,27.3890790007713,12/28/2019,0.035
-80.311033,27.3890790007713,12/29/2019,0.036
-80.311033,27.3890790007713,12/30/2019,0.033
-87.008033,30.394133000824,01/01/2019,0.029
-87.008033,30.394133000824,01/02/2019,0.027
-87.008033,30.394133000824,01/03/2019,0.029
-87.008033,30.394133000824,01/04/2019,0.035
-87.008033,30.394133000824,01/05/2019,0.034
-87.008033,30.394133000824,01/06/2019,0.035
-87.008033,30.394133000824,01/07/2019,0.038
-87.008033,30.394133000824,01/08/2019,0.041
-87.008033,30.394133000824,01/09/2019,0.039
-87.008033,30.394133000824,01/10/2019,0.041
-87.008033,30.394133000824,01/11/2019,0.043
-87.008033,30.394133000824,01/12/2019,0.043
-87.008033,30.394133000824,01/13/2019,0.022
-87.008033,30.394133000824,01/14/2019,0.021
-87.008033,30.394133000824,01/15/2019,0.035
-87.008033,30.394133000824,01/16/2019,0.035
-87.008033,30.394133000824,01/17/2019,0.038
-87.008033,30.394133000824,01/18/2019,0.037
-87.008033,30.394133000824,01/19/2019,0.039
-87.008033,30.394133000824,01/20/2019,0.036
-87.008033,30.394133000824,01/21/2019,0.038
-87.008033,30.394133000824,01/22/2019,0.046
-87.008033,30.394133000824,01/23/2019,0.037
-87.008033,30.394133000824,01/24/2019,0.031
-87.008033,30.394133000824,01/25/2019,0.036
-87.008033,30.394133000824,01/26/2019,0.038
-87.008033,30.394133000824,01/27/2019,0.026
-87.008033,30.394133000824,01/28/2019,0.051
-87.008033,30.394133000824,01/29/2019,0.037
-87.008033,30.394133000824,01/31/2019,0.043
-87.008033,30.394133000824,02/01/2019,0.031
-87.008033,30.394133000824,02/02/2019,0.025
-87.008033,30.394133000824,02/03/2019,0.027
-87.008033,30.394133000824,02/04/2019,0.029
-87.008033,30.394133000824,02/05/2019,0.029
-87.008033,30.394133000824,02/06/2019,0.038
-87.008033,30.394133000824,02/07/2019,0.039
-87.008033,30.394133000824,02/08/2019,0.034
-87.008033,30.394133000824,02/09/2019,0.038
-87.008033,30.394133000824,02/10/2019,0.038
-87.008033,30.394133000824,02/11/2019,0.028
-87.008033,30.394133000824,02/12/2019,0.037
-87.008033,30.394133000824,02/13/2019,0.041
-87.008033,30.394133000824,02/14/2019,0.043
-87.008033,30.394133000824,02/15/2019,0.043
-87.008033,30.394133000824,02/16/2019,0.039
-87.008033,30.394133000824,02/17/2019,0.032
-87.008033,30.394133000824,02/18/2019,0.037
-87.008033,30.394133000824,02/19/2019,0.04
-87.008033,30.394133000824,02/20/2019,0.023
-87.008033,30.394133000824,02/21/2019,0.02
-87.008033,30.394133000824,02/22/2019,0.024
-87.008033,30.394133000824,02/23/2019,0.026
-87.008033,30.394133000824,02/24/2019,0.042
-87.008033,30.394133000824,02/25/2019,0.044
-87.008033,30.394133000824,02/26/2019,0.041
-87.008033,30.394133000824,02/27/2019,0.033
-87.008033,30.394133000824,02/28/2019,0.031
-87.008033,30.394133000824,03/01/2019,0.03
-87.008033,30.394133000824,03/02/2019,0.028
-87.008033,30.394133000824,03/03/2019,0.026
-87.008033,30.394133000824,03/04/2019,0.033
-87.008033,30.394133000824,03/05/2019,0.043
-87.008033,30.394133000824,03/06/2019,0.053
-87.008033,30.394133000824,03/07/2019,0.056
-87.008033,30.394133000824,03/08/2019,0.052
-87.008033,30.394133000824,03/09/2019,0.039
-87.008033,30.394133000824,03/10/2019,0.032
-87.008033,30.394133000824,03/11/2019,0.029
-87.008033,30.394133000824,03/12/2019,0.048
-87.008033,30.394133000824,03/13/2019,0.053
-87.008033,30.394133000824,03/14/2019,0.042
-87.008033,30.394133000824,03/15/2019,0.038
-87.008033,30.394133000824,03/16/2019,0.038
-87.008033,30.394133000824,03/17/2019,0.044
-87.008033,30.394133000824,03/18/2019,0.048
-87.008033,30.394133000824,03/19/2019,0.054
-87.008033,30.394133000824,03/20/2019,0.058
-87.008033,30.394133000824,03/21/2019,0.05
-87.008033,30.394133000824,03/22/2019,0.053
-87.008033,30.394133000824,03/23/2019,0.059
-87.008033,30.394133000824,03/24/2019,0.063
-87.008033,30.394133000824,03/25/2019,0.053
-87.008033,30.394133000824,03/26/2019,0.041
-87.008033,30.394133000824,03/27/2019,0.053
-87.008033,30.394133000824,03/28/2019,0.054
-87.008033,30.394133000824,03/29/2019,0.047
-87.008033,30.394133000824,03/30/2019,0.045
-87.008033,30.394133000824,03/31/2019,0.034
-87.008033,30.394133000824,04/01/2019,0.046
-87.008033,30.394133000824,04/02/2019,0.057
-87.008033,30.394133000824,04/03/2019,0.055
-87.008033,30.394133000824,04/04/2019,0.046
-87.008033,30.394133000824,04/05/2019,0.04
-87.008033,30.394133000824,04/06/2019,0.025
-87.008033,30.394133000824,04/07/2019,0.032
-87.008033,30.394133000824,04/08/2019,0.051
-87.008033,30.394133000824,04/09/2019,0.043
-87.008033,30.394133000824,04/10/2019,0.055
-87.008033,30.394133000824,04/11/2019,0.043
-87.008033,30.394133000824,04/12/2019,0.037
-87.008033,30.394133000824,04/13/2019,0.032
-87.008033,30.394133000824,04/14/2019,0.049
-87.008033,30.394133000824,04/15/2019,0.046
-87.008033,30.394133000824,04/16/2019,0.055
-87.008033,30.394133000824,04/17/2019,0.052
-87.008033,30.394133000824,04/18/2019,0.052
-87.008033,30.394133000824,04/19/2019,0.044
-87.008033,30.394133000824,04/20/2019,0.049
-87.008033,30.394133000824,04/21/2019,0.051
-87.008033,30.394133000824,04/22/2019,0.057
-87.008033,30.394133000824,04/23/2019,0.057
-87.008033,30.394133000824,04/24/2019,0.047
-87.008033,30.394133000824,04/25/2019,0.043
-87.008033,30.394133000824,04/26/2019,0.047
-87.008033,30.394133000824,04/27/2019,0.061
-87.008033,30.394133000824,04/28/2019,0.056
-87.008033,30.394133000824,04/29/2019,0.047
-87.008033,30.394133000824,04/30/2019,0.037
-87.008033,30.394133000824,05/01/2019,0.026
-87.008033,30.394133000824,05/02/2019,0.031
-87.008033,30.394133000824,05/03/2019,0.03
-87.008033,30.394133000824,05/04/2019,0.054
-87.008033,30.394133000824,05/05/2019,0.037
-87.008033,30.394133000824,05/06/2019,0.045
-87.008033,30.394133000824,05/07/2019,0.053
-87.008033,30.394133000824,05/08/2019,0.043
-87.008033,30.394133000824,05/09/2019,0.039
-87.008033,30.394133000824,05/10/2019,0.033
-87.008033,30.394133000824,05/11/2019,0.032
-87.008033,30.394133000824,05/12/2019,0.047
-87.008033,30.394133000824,05/13/2019,0.038
-87.008033,30.394133000824,05/14/2019,0.047
-87.008033,30.394133000824,05/15/2019,0.053
-87.008033,30.394133000824,05/16/2019,0.057
-87.008033,30.394133000824,05/17/2019,0.058
-87.008033,30.394133000824,05/18/2019,0.052
-87.008033,30.394133000824,05/19/2019,0.054
-87.008033,30.394133000824,05/20/2019,0.031
-87.008033,30.394133000824,05/21/2019,0.037
-87.008033,30.394133000824,05/22/2019,0.035
-87.008033,30.394133000824,05/23/2019,0.036
-87.008033,30.394133000824,05/24/2019,0.043
-87.008033,30.394133000824,05/25/2019,0.055
-87.008033,30.394133000824,05/26/2019,0.046
-87.008033,30.394133000824,05/27/2019,0.04
-87.008033,30.394133000824,05/28/2019,0.034
-87.008033,30.394133000824,05/29/2019,0.043
-87.008033,30.394133000824,05/30/2019,0.035
-87.008033,30.394133000824,06/01/2019,0.055
-87.008033,30.394133000824,06/02/2019,0.058
-87.008033,30.394133000824,06/03/2019,0.059
-87.008033,30.394133000824,06/04/2019,0.066
-87.008033,30.394133000824,06/05/2019,0.017
-87.008033,30.394133000824,06/06/2019,0.025
-87.008033,30.394133000824,06/07/2019,0.038
-87.008033,30.394133000824,06/08/2019,0.044
-87.008033,30.394133000824,06/09/2019,0.051
-87.008033,30.394133000824,06/10/2019,0.039
-87.008033,30.394133000824,06/11/2019,0.05
-87.008033,30.394133000824,06/12/2019,0.058
-87.008033,30.394133000824,06/13/2019,0.068
-87.008033,30.394133000824,06/14/2019,0.056
-87.008033,30.394133000824,06/15/2019,0.038
-87.008033,30.394133000824,06/16/2019,0.033
-87.008033,30.394133000824,06/17/2019,0.03
-87.008033,30.394133000824,06/26/2019,0.044
-87.008033,30.394133000824,06/27/2019,0.033
-87.008033,30.394133000824,06/28/2019,0.05
-87.008033,30.394133000824,06/29/2019,0.042
-87.008033,30.394133000824,06/30/2019,0.031
-87.008033,30.394133000824,07/01/2019,0.053
-87.008033,30.394133000824,07/02/2019,0.053
-87.008033,30.394133000824,07/03/2019,0.05
-87.008033,30.394133000824,07/04/2019,0.046
-87.008033,30.394133000824,07/05/2019,0.039
-87.008033,30.394133000824,07/06/2019,0.043
-87.008033,30.394133000824,07/07/2019,0.044
-87.008033,30.394133000824,07/08/2019,0.051
-87.008033,30.394133000824,07/09/2019,0.044
-87.008033,30.394133000824,07/10/2019,0.042
-87.008033,30.394133000824,07/11/2019,0.032
-87.008033,30.394133000824,07/12/2019,0.028
-87.008033,30.394133000824,07/13/2019,0.02
-87.008033,30.394133000824,07/14/2019,0.023
-87.008033,30.394133000824,07/15/2019,0.019
-87.008033,30.394133000824,07/16/2019,0.021
-87.008033,30.394133000824,07/17/2019,0.023
-87.008033,30.394133000824,07/18/2019,0.032
-87.008033,30.394133000824,07/19/2019,0.028
-87.008033,30.394133000824,07/20/2019,0.037
-87.008033,30.394133000824,07/21/2019,0.032
-87.008033,30.394133000824,07/22/2019,0.033
-87.008033,30.394133000824,07/23/2019,0.038
-87.008033,30.394133000824,07/24/2019,0.037
-87.008033,30.394133000824,07/25/2019,0.047
-87.008033,30.394133000824,07/26/2019,0.043
-87.008033,30.394133000824,07/27/2019,0.043
-87.008033,30.394133000824,07/28/2019,0.042
-87.008033,30.394133000824,07/29/2019,0.049
-87.008033,30.394133000824,07/30/2019,0.048
-87.008033,30.394133000824,07/31/2019,0.048
-87.008033,30.394133000824,08/01/2019,0.048
-87.008033,30.394133000824,08/02/2019,0.041
-87.008033,30.394133000824,08/03/2019,0.041
-87.008033,30.394133000824,08/04/2019,0.039
-87.008033,30.394133000824,08/05/2019,0.041
-87.008033,30.394133000824,08/06/2019,0.044
-87.008033,30.394133000824,08/07/2019,0.044
-87.008033,30.394133000824,08/08/2019,0.038
-87.008033,30.394133000824,08/09/2019,0.041
-87.008033,30.394133000824,08/10/2019,0.039
-87.008033,30.394133000824,08/11/2019,0.04
-87.008033,30.394133000824,08/12/2019,0.045
-87.008033,30.394133000824,08/13/2019,0.045
-87.008033,30.394133000824,08/14/2019,0.05
-87.008033,30.394133000824,08/15/2019,0.045
-87.008033,30.394133000824,08/16/2019,0.065
-87.008033,30.394133000824,08/17/2019,0.041
-87.008033,30.394133000824,08/18/2019,0.042
-87.008033,30.394133000824,08/19/2019,0.031
-87.008033,30.394133000824,08/20/2019,0.024
-87.008033,30.394133000824,08/21/2019,0.031
-87.008033,30.394133000824,08/22/2019,0.03
-87.008033,30.394133000824,08/23/2019,0.021
-87.008033,30.394133000824,08/24/2019,0.032
-87.008033,30.394133000824,08/25/2019,0.028
-87.008033,30.394133000824,08/26/2019,0.025
-87.008033,30.394133000824,08/27/2019,0.032
-87.008033,30.394133000824,08/28/2019,0.038
-87.008033,30.394133000824,08/29/2019,0.049
-87.008033,30.394133000824,08/30/2019,0.053
-87.008033,30.394133000824,08/31/2019,0.025
-87.008033,30.394133000824,09/01/2019,0.019
-87.008033,30.394133000824,09/02/2019,0.02
-87.008033,30.394133000824,09/03/2019,0.03
-87.008033,30.394133000824,09/04/2019,0.046
-87.008033,30.394133000824,09/05/2019,0.051
-87.008033,30.394133000824,09/06/2019,0.05
-87.008033,30.394133000824,09/07/2019,0.059
-87.008033,30.394133000824,09/08/2019,0.059
-87.008033,30.394133000824,09/09/2019,0.049
-87.008033,30.394133000824,09/10/2019,0.037
-87.008033,30.394133000824,09/11/2019,0.032
-87.008033,30.394133000824,09/12/2019,0.048
-87.008033,30.394133000824,09/13/2019,0.042
-87.008033,30.394133000824,09/14/2019,0.036
-87.008033,30.394133000824,09/15/2019,0.028
-87.008033,30.394133000824,09/16/2019,0.033
-87.008033,30.394133000824,09/17/2019,0.054
-87.008033,30.394133000824,09/18/2019,0.053
-87.008033,30.394133000824,09/19/2019,0.039
-87.008033,30.394133000824,09/20/2019,0.039
-87.008033,30.394133000824,09/21/2019,0.034
-87.008033,30.394133000824,09/22/2019,0.036
-87.008033,30.394133000824,09/23/2019,0.037
-87.008033,30.394133000824,09/24/2019,0.048
-87.008033,30.394133000824,09/25/2019,0.063
-87.008033,30.394133000824,09/26/2019,0.067
-87.008033,30.394133000824,09/27/2019,0.051
-87.008033,30.394133000824,09/28/2019,0.039
-87.008033,30.394133000824,09/29/2019,0.032
-87.008033,30.394133000824,09/30/2019,0.032
-87.008033,30.394133000824,10/01/2019,0.046
-87.008033,30.394133000824,10/02/2019,0.039
-87.008033,30.394133000824,10/03/2019,0.048
-87.008033,30.394133000824,10/04/2019,0.044
-87.008033,30.394133000824,10/05/2019,0.044
-87.008033,30.394133000824,10/06/2019,0.037
-87.008033,30.394133000824,10/07/2019,0.034
-87.008033,30.394133000824,10/08/2019,0.041
-87.008033,30.394133000824,10/09/2019,0.039
-87.008033,30.394133000824,10/10/2019,0.036
-87.008033,30.394133000824,10/11/2019,0.038
-87.008033,30.394133000824,10/12/2019,0.032
-87.008033,30.394133000824,10/13/2019,0.032
-87.008033,30.394133000824,10/14/2019,0.03
-87.008033,30.394133000824,10/15/2019,0.029
-87.008033,30.394133000824,10/16/2019,0.026
-87.008033,30.394133000824,10/17/2019,0.036
-87.008033,30.394133000824,10/18/2019,0.028
-87.008033,30.394133000824,10/19/2019,0.025
-87.008033,30.394133000824,10/20/2019,0.035
-87.008033,30.394133000824,10/21/2019,0.029
-87.008033,30.394133000824,10/22/2019,0.037
-87.008033,30.394133000824,10/23/2019,0.038
-87.008033,30.394133000824,10/24/2019,0.034
-87.008033,30.394133000824,10/25/2019,0.03
-87.008033,30.394133000824,10/26/2019,0.033
-87.008033,30.394133000824,10/27/2019,0.035
-87.008033,30.394133000824,10/28/2019,0.037
-87.008033,30.394133000824,10/29/2019,0.02
-87.008033,30.394133000824,10/30/2019,0.025
-87.008033,30.394133000824,10/31/2019,0.022
-87.008033,30.394133000824,11/01/2019,0.029
-87.008033,30.394133000824,11/02/2019,0.036
-87.008033,30.394133000824,11/03/2019,0.039
-87.008033,30.394133000824,11/04/2019,0.03
-87.008033,30.394133000824,11/05/2019,0.031
-87.008033,30.394133000824,11/06/2019,0.039
-87.008033,30.394133000824,11/07/2019,0.029
-87.008033,30.394133000824,11/08/2019,0.022
-87.008033,30.394133000824,11/09/2019,0.032
-87.008033,30.394133000824,11/10/2019,0.039
-87.008033,30.394133000824,11/11/2019,0.041
-87.008033,30.394133000824,11/12/2019,0.032
-87.008033,30.394133000824,11/13/2019,0.03
-87.008033,30.394133000824,11/14/2019,0.021
-87.008033,30.394133000824,11/15/2019,0.037
-87.008033,30.394133000824,11/16/2019,0.037
-87.008033,30.394133000824,11/17/2019,0.041
-87.008033,30.394133000824,11/18/2019,0.043
-87.008033,30.394133000824,11/19/2019,0.049
-87.008033,30.394133000824,11/20/2019,0.04
-87.008033,30.394133000824,11/21/2019,0.046
-87.008033,30.394133000824,11/22/2019,0.043
-87.008033,30.394133000824,11/23/2019,0.039
-87.008033,30.394133000824,11/24/2019,0.029
-87.008033,30.394133000824,11/25/2019,0.035
-87.008033,30.394133000824,11/26/2019,0.037
-87.008033,30.394133000824,11/27/2019,0.03
-87.008033,30.394133000824,11/28/2019,0.033
-87.008033,30.394133000824,11/29/2019,0.034
-87.008033,30.394133000824,11/30/2019,0.043
-87.008033,30.394133000824,12/01/2019,0.038
-87.008033,30.394133000824,12/02/2019,0.03
-87.008033,30.394133000824,12/03/2019,0.03
-87.008033,30.394133000824,12/04/2019,0.045
-87.008033,30.394133000824,12/05/2019,0.04
-87.008033,30.394133000824,12/06/2019,0.038
-87.008033,30.394133000824,12/07/2019,0.03
-87.008033,30.394133000824,12/08/2019,0.041
-87.008033,30.394133000824,12/09/2019,0.042
-87.008033,30.394133000824,12/10/2019,0.035
-87.008033,30.394133000824,12/11/2019,0.031
-87.008033,30.394133000824,12/12/2019,0.026
-87.008033,30.394133000824,12/13/2019,0.017
-87.008033,30.394133000824,12/14/2019,0.033
-87.008033,30.394133000824,12/15/2019,0.043
-87.008033,30.394133000824,12/16/2019,0.039
-87.008033,30.394133000824,12/17/2019,0.03
-87.008033,30.394133000824,12/18/2019,0.035
-87.008033,30.394133000824,12/19/2019,0.035
-87.008033,30.394133000824,12/20/2019,0.036
-87.008033,30.394133000824,12/21/2019,0.029
-87.008033,30.394133000824,12/22/2019,0.023
-87.008033,30.394133000824,12/23/2019,0.023
-87.008033,30.394133000824,12/24/2019,0.023
-87.008033,30.394133000824,12/25/2019,0.033
-87.008033,30.394133000824,12/26/2019,0.034
-87.008033,30.394133000824,12/27/2019,0.034
-87.008033,30.394133000824,12/28/2019,0.031
-87.008033,30.394133000824,12/29/2019,0.032
-87.008033,30.394133000824,12/30/2019,0.034
-82.570376362,27.307268468,01/01/2019,0.032
-82.570376362,27.307268468,01/02/2019,0.036
-82.570376362,27.307268468,01/03/2019,0.025
-82.570376362,27.307268468,01/04/2019,0.042
-82.570376362,27.307268468,01/05/2019,0.037
-82.570376362,27.307268468,01/06/2019,0.046
-82.570376362,27.307268468,01/07/2019,0.038
-82.570376362,27.307268468,01/08/2019,0.042
-82.570376362,27.307268468,01/09/2019,0.042
-82.570376362,27.307268468,01/10/2019,0.041
-82.570376362,27.307268468,01/11/2019,0.044
-82.570376362,27.307268468,01/12/2019,0.041
-82.570376362,27.307268468,01/13/2019,0.034
-82.570376362,27.307268468,01/14/2019,0.034
-82.570376362,27.307268468,01/15/2019,0.03
-82.570376362,27.307268468,01/16/2019,0.029
-82.570376362,27.307268468,01/17/2019,0.039
-82.570376362,27.307268468,01/18/2019,0.041
-82.570376362,27.307268468,01/19/2019,0.042
-82.570376362,27.307268468,01/20/2019,0.032
-82.570376362,27.307268468,01/21/2019,0.037
-82.570376362,27.307268468,01/22/2019,0.04
-82.570376362,27.307268468,01/23/2019,0.038
-82.570376362,27.307268468,01/24/2019,0.036
-82.570376362,27.307268468,01/25/2019,0.034
-82.570376362,27.307268468,01/26/2019,0.035
-82.570376362,27.307268468,01/27/2019,0.039
-82.570376362,27.307268468,01/28/2019,0.044
-82.570376362,27.307268468,01/29/2019,0.047
-82.570376362,27.307268468,01/30/2019,0.035
-82.570376362,27.307268468,01/31/2019,0.037
-82.570376362,27.307268468,02/01/2019,0.039
-82.570376362,27.307268468,02/02/2019,0.035
-82.570376362,27.307268468,02/03/2019,0.026
-82.570376362,27.307268468,02/04/2019,0.036
-82.570376362,27.307268468,02/05/2019,0.047
-82.570376362,27.307268468,02/07/2019,0.047
-82.570376362,27.307268468,02/08/2019,0.05
-82.570376362,27.307268468,02/09/2019,0.041
-82.570376362,27.307268468,02/10/2019,0.031
-82.570376362,27.307268468,02/11/2019,0.035
-82.570376362,27.307268468,02/12/2019,0.035
-82.570376362,27.307268468,02/13/2019,0.037
-82.570376362,27.307268468,02/14/2019,0.045
-82.570376362,27.307268468,02/15/2019,0.045
-82.570376362,27.307268468,02/16/2019,0.038
-82.570376362,27.307268468,02/17/2019,0.028
-82.570376362,27.307268468,02/18/2019,0.021
-82.570376362,27.307268468,02/19/2019,0.032
-82.570376362,27.307268468,02/20/2019,0.022
-82.570376362,27.307268468,02/21/2019,0.021
-82.570376362,27.307268468,02/22/2019,0.028
-82.570376362,27.307268468,02/23/2019,0.022
-82.570376362,27.307268468,02/24/2019,0.03
-82.570376362,27.307268468,02/25/2019,0.044
-82.570376362,27.307268468,02/26/2019,0.035
-82.570376362,27.307268468,02/27/2019,0.035
-82.570376362,27.307268468,02/28/2019,0.034
-82.570376362,27.307268468,03/01/2019,0.053
-82.570376362,27.307268468,03/02/2019,0.034
-82.570376362,27.307268468,03/03/2019,0.028
-82.570376362,27.307268468,03/04/2019,0.029
-82.570376362,27.307268468,03/05/2019,0.04
-82.570376362,27.307268468,03/06/2019,0.049
-82.570376362,27.307268468,03/07/2019,0.051
-82.570376362,27.307268468,03/08/2019,0.046
-82.570376362,27.307268468,03/09/2019,0.039
-82.570376362,27.307268468,03/10/2019,0.027
-82.570376362,27.307268468,03/11/2019,0.032
-82.570376362,27.307268468,03/12/2019,0.035
-82.570376362,27.307268468,03/13/2019,0.044
-82.570376362,27.307268468,03/14/2019,0.047
-82.570376362,27.307268468,03/15/2019,0.036
-82.570376362,27.307268468,03/16/2019,0.032
-82.570376362,27.307268468,03/17/2019,0.044
-82.570376362,27.307268468,03/18/2019,0.045
-82.570376362,27.307268468,03/19/2019,0.041
-82.570376362,27.307268468,03/20/2019,0.05
-82.570376362,27.307268468,03/21/2019,0.062
-82.570376362,27.307268468,03/22/2019,0.054
-82.570376362,27.307268468,03/23/2019,0.07
-82.570376362,27.307268468,03/24/2019,0.051
-82.570376362,27.307268468,03/25/2019,0.045
-82.570376362,27.307268468,03/26/2019,0.045
-82.570376362,27.307268468,03/27/2019,0.05
-82.570376362,27.307268468,03/28/2019,0.05
-82.570376362,27.307268468,03/29/2019,0.051
-82.570376362,27.307268468,03/30/2019,0.046
-82.570376362,27.307268468,03/31/2019,0.041
-82.570376362,27.307268468,04/01/2019,0.043
-82.570376362,27.307268468,04/02/2019,0.044
-82.570376362,27.307268468,04/03/2019,0.049
-82.570376362,27.307268468,04/04/2019,0.043
-82.570376362,27.307268468,04/05/2019,0.031
-82.570376362,27.307268468,04/06/2019,0.037
-82.570376362,27.307268468,04/07/2019,0.029
-82.570376362,27.307268468,04/08/2019,0.024
-82.570376362,27.307268468,04/09/2019,0.045
-82.570376362,27.307268468,04/10/2019,0.045
-82.570376362,27.307268468,04/11/2019,0.043
-82.570376362,27.307268468,04/12/2019,0.042
-82.570376362,27.307268468,04/13/2019,0.028
-82.570376362,27.307268468,04/14/2019,0.047
-82.570376362,27.307268468,04/15/2019,0.045
-82.570376362,27.307268468,04/16/2019,0.065
-82.570376362,27.307268468,04/17/2019,0.055
-82.570376362,27.307268468,04/18/2019,0.036
-82.570376362,27.307268468,04/19/2019,0.052
-82.570376362,27.307268468,04/20/2019,0.053
-82.570376362,27.307268468,04/21/2019,0.05
-82.570376362,27.307268468,04/22/2019,0.063
-82.570376362,27.307268468,04/23/2019,0.061
-82.570376362,27.307268468,04/24/2019,0.049
-82.570376362,27.307268468,04/25/2019,0.036
-82.570376362,27.307268468,04/26/2019,0.041
-82.570376362,27.307268468,04/27/2019,0.061
-82.570376362,27.307268468,04/28/2019,0.042
-82.570376362,27.307268468,04/29/2019,0.048
-82.570376362,27.307268468,04/30/2019,0.034
-82.570376362,27.307268468,05/01/2019,0.032
-82.570376362,27.307268468,05/02/2019,0.033
-82.570376362,27.307268468,05/03/2019,0.025
-82.570376362,27.307268468,05/04/2019,0.022
-82.570376362,27.307268468,05/05/2019,0.046
-82.570376362,27.307268468,05/06/2019,0.038
-82.570376362,27.307268468,05/07/2019,0.056
-82.570376362,27.307268468,05/08/2019,0.043
-82.570376362,27.307268468,05/09/2019,0.027
-82.570376362,27.307268468,05/10/2019,0.034
-82.570376362,27.307268468,05/11/2019,0.024
-82.570376362,27.307268468,05/12/2019,0.024
-82.570376362,27.307268468,05/13/2019,0.042
-82.570376362,27.307268468,05/14/2019,0.039
-82.570376362,27.307268468,05/15/2019,0.05
-82.570376362,27.307268468,05/16/2019,0.049
-82.570376362,27.307268468,05/17/2019,0.055
-82.570376362,27.307268468,05/18/2019,0.052
-82.570376362,27.307268468,05/19/2019,0.036
-82.570376362,27.307268468,05/20/2019,0.049
-82.570376362,27.307268468,05/21/2019,0.038
-82.570376362,27.307268468,05/22/2019,0.039
-82.570376362,27.307268468,05/23/2019,0.042
-82.570376362,27.307268468,05/24/2019,0.047
-82.570376362,27.307268468,05/25/2019,0.043
-82.570376362,27.307268468,05/26/2019,0.042
-82.570376362,27.307268468,05/27/2019,0.04
-82.570376362,27.307268468,05/28/2019,0.05
-82.570376362,27.307268468,05/29/2019,0.044
-82.570376362,27.307268468,05/30/2019,0.028
-82.570376362,27.307268468,05/31/2019,0.024
-82.570376362,27.307268468,06/01/2019,0.015
-82.570376362,27.307268468,06/02/2019,0.014
-82.570376362,27.307268468,06/03/2019,0.011
-82.570376362,27.307268468,06/04/2019,0.032
-82.570376362,27.307268468,06/05/2019,0.023
-82.570376362,27.307268468,06/06/2019,0.02
-82.570376362,27.307268468,06/07/2019,0.022
-82.570376362,27.307268468,06/08/2019,0.02
-82.570376362,27.307268468,06/09/2019,0.021
-82.570376362,27.307268468,06/10/2019,0.024
-82.570376362,27.307268468,06/11/2019,0.017
-82.570376362,27.307268468,06/12/2019,0.017
-82.570376362,27.307268468,06/13/2019,0.021
-82.570376362,27.307268468,06/17/2019,0.03
-82.570376362,27.307268468,06/18/2019,0.024
-82.570376362,27.307268468,06/19/2019,0.026
-82.570376362,27.307268468,06/20/2019,0.021
-82.570376362,27.307268468,06/21/2019,0.02
-82.570376362,27.307268468,06/22/2019,0.022
-82.570376362,27.307268468,06/23/2019,0.026
-82.570376362,27.307268468,06/24/2019,0.019
-82.570376362,27.307268468,06/25/2019,0.021
-82.570376362,27.307268468,06/26/2019,0.049
-82.570376362,27.307268468,06/27/2019,0.062
-82.570376362,27.307268468,06/28/2019,0.035
-82.570376362,27.307268468,06/29/2019,0.028
-82.570376362,27.307268468,06/30/2019,0.025
-82.570376362,27.307268468,07/01/2019,0.021
-82.570376362,27.307268468,07/02/2019,0.031
-82.570376362,27.307268468,07/03/2019,0.04
-82.570376362,27.307268468,07/04/2019,0.045
-82.570376362,27.307268468,07/05/2019,0.038
-82.570376362,27.307268468,07/06/2019,0.031
-82.570376362,27.307268468,07/07/2019,0.032
-82.570376362,27.307268468,07/08/2019,0.039
-82.570376362,27.307268468,07/09/2019,0.043
-82.570376362,27.307268468,07/10/2019,0.024
-82.570376362,27.307268468,07/11/2019,0.029
-82.570376362,27.307268468,07/12/2019,0.026
-82.570376362,27.307268468,07/13/2019,0.022
-82.570376362,27.307268468,07/14/2019,0.023
-82.570376362,27.307268468,07/15/2019,0.027
